trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,True,"{'a': 0, 'e': 0}",30,19,25.78465367241457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,True,"{'a': 0, 'e': 0}",20,6,26.52351300736966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,True,"{'a': 0, 'e': 0}",20,7,28.388702199327934,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,True,"{'a': 0, 'e': 0}",20,16,7.740546816934237,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,True,"{'a': 0, 'e': 0}",30,13,31.67651433136777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,True,"{'a': 0, 'e': 0}",25,13,22.024156144851936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,True,"{'a': 0, 'e': 0}",25,17,15.523564161875402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,True,"{'a': 0, 'e': 0}",30,22,12.660015296969524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,True,"{'a': 0, 'e': 0}",20,10,18.98856954921027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,True,"{'a': 0, 'e': 0}",20,12,15.912724006354892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,True,"{'a': 0, 'e': 0}",25,15,18.534855722973877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,True,"{'a': 0, 'e': 0}",20,10,20.46819286697222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,True,"{'a': 0, 'e': 0}",25,13,25.414795235442366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,True,"{'a': 0, 'e': 0}",20,12,14.261761991694442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,True,"{'a': 0, 'e': 0}",20,7,22.629936579643392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,True,"{'a': 0, 'e': 0}",20,14,11.225173021477744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,True,"{'a': 0, 'e': 0}",20,14,11.375116028843223,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,True,"{'a': 0, 'e': 0}",25,13,23.535204480239756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,True,"{'a': 0, 'e': 0}",25,10,31.664112935261418,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,True,"{'a': 0, 'e': 0}",25,20,10.155026923129476,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,True,"{'a': 0, 'e': 0}",20,13,14.677843541270743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,True,"{'a': 0, 'e': 0}",20,16,8.254313879102938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,True,"{'a': 0, 'e': 0}",20,8,21.543037017357303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,True,"{'a': 0, 'e': 0}",20,12,18.104034635117152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,True,"{'a': 0, 'e': 0}",20,2,27.78599662714622,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,True,"{'a': 0, 'e': 0}",20,16,6.069331720813787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,True,"{'a': 0, 'e': 0}",20,8,22.752583220940153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,True,"{'a': 0, 'e': 0}",20,12,16.717223785807867,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,True,"{'a': 0, 'e': 0}",35,23,26.188272657186303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,True,"{'a': 0, 'e': 0}",35,24,22.803258641416917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,True,"{'a': 0, 'e': 0}",20,10,21.16890187542761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,True,"{'a': 0, 'e': 0}",20,8,18.68080622101203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,True,"{'a': 0, 'e': 0}",20,12,16.799832387934227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,True,"{'a': 0, 'e': 0}",20,12,19.441116970933138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,True,"{'a': 0, 'e': 0}",35,15,42.464002500959936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,True,"{'a': 0, 'e': 0}",25,19,12.028330303189264,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,True,"{'a': 0, 'e': 0}",25,10,25.450941832067194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,True,"{'a': 0, 'e': 0}",30,20,21.16833404330423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,True,"{'a': 0, 'e': 0}",20,10,17.786252956531644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,True,"{'a': 0, 'e': 0}",30,16,24.315000635479898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,True,"{'a': 0, 'e': 0}",20,14,13.546418527737387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,True,"{'a': 0, 'e': 0}",30,22,17.53611331187654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,True,"{'a': 0, 'e': 0}",30,17,23.466939423195775,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,True,"{'a': 0, 'e': 0}",20,14,10.397292538220222,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,True,"{'a': 0, 'e': 0}",20,16,5.949769238638699,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,True,"{'a': 0, 'e': 0}",20,10,17.293856759102145,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,True,"{'a': 0, 'e': 0}",25,20,11.080396323485429,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,True,"{'a': 0, 'e': 0}",25,11,25.17074930216472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,True,"{'a': 0, 'e': 0}",30,20,19.253275111838803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,True,"{'a': 0, 'e': 0}",25,12,20.382514722092978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,True,"{'a': 0, 'e': 0}",25,16,14.325279593588126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,True,"{'a': 0, 'e': 0}",25,13,23.470895156024795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,True,"{'a': 0, 'e': 0}",25,15,20.710675151320643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,True,"{'a': 0, 'e': 0}",30,18,25.07974344052372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,True,"{'a': 0, 'e': 0}",20,14,11.659296975720554,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,True,"{'a': 0, 'e': 0}",20,12,15.675154216969307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,True,"{'a': 0, 'e': 0}",35,23,22.407700315449294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,True,"{'a': 0, 'e': 0}",20,11,17.00129755078178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,True,"{'a': 0, 'e': 0}",20,11,15.981835692868934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,True,"{'a': 0, 'e': 0}",30,23,12.294613940558802,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,True,"{'a': 0, 'e': 0}",30,19,24.908866293424886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,True,"{'a': 0, 'e': 0}",20,12,15.065569213841963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,True,"{'a': 0, 'e': 0}",20,12,18.000703486636223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,True,"{'a': 0, 'e': 0}",30,20,20.526967056886114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,True,"{'a': 0, 'e': 0}",30,9,39.03074718819448,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,True,"{'a': 0, 'e': 0}",20,13,14.03345297024823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,True,"{'a': 0, 'e': 0}",25,12,22.80820268321021,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,True,"{'a': 0, 'e': 0}",20,12,19.076682929246868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,True,"{'a': 0, 'e': 0}",30,16,25.717152695877587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,True,"{'a': 0, 'e': 0}",25,13,25.31890049207929,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,True,"{'a': 0, 'e': 0}",20,8,21.94983077850845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,True,"{'a': 0, 'e': 0}",20,16,8.273407339536277,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,True,"{'a': 0, 'e': 0}",20,16,7.558083095252015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,True,"{'a': 0, 'e': 0}",30,18,19.478157714467827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,True,"{'a': 0, 'e': 0}",20,9,23.333994138586657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,True,"{'a': 0, 'e': 0}",20,15,12.797485638566096,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,True,"{'a': 0, 'e': 0}",30,14,28.834676115623395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,True,"{'a': 0, 'e': 0}",20,13,14.491375321556337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,True,"{'a': 0, 'e': 0}",20,8,23.04917867802424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,True,"{'a': 0, 'e': 0}",20,10,16.38655329601098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,True,"{'a': 0, 'e': 0}",20,14,12.489347199900001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,True,"{'a': 0, 'e': 0}",35,25,19.933236324690313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
