trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.995}",30,12,-142.66874470248496,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 3}",1
2,False,"{'a': 0.6, 'e': 0.99002500000000004}",30,0,-97.19343219020081,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
3,False,"{'a': 0.6, 'e': 0.98507487500000002}",25,0,-81.51391028656934,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.6, 'e': 0.98014950062499995}",20,0,-78.85604902305037,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.97524875312187498}",20,0,-114.60678685672022,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
6,False,"{'a': 0.6, 'e': 0.97037250935626562}",25,0,-133.0013483813172,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
7,False,"{'a': 0.6, 'e': 0.96552064680948424}",25,0,-106.65642030094169,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
8,False,"{'a': 0.6, 'e': 0.96069304357543683}",25,0,-94.53904224356113,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
9,False,"{'a': 0.6, 'e': 0.95588957835755961}",25,0,-30.22270091355199,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
10,False,"{'a': 0.6, 'e': 0.95111013046577186}",30,13,-57.365796245926695,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
11,False,"{'a': 0.6, 'e': 0.94635457981344295}",20,0,-118.29743789762442,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
12,False,"{'a': 0.6, 'e': 0.94162280691437572}",35,16,-16.05792247352162,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
13,False,"{'a': 0.6, 'e': 0.93691469287980389}",20,0,-127.95644336324634,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
14,False,"{'a': 0.6, 'e': 0.9322301194154049}",35,0,-118.26179331989412,"{0: 18, 1: 8, 2: 8, 3: 1, 4: 0}",0
15,False,"{'a': 0.6, 'e': 0.92756896881832784}",30,0,-132.47172179609183,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
16,False,"{'a': 0.6, 'e': 0.92293112397423616}",25,0,-73.85786119321642,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
17,False,"{'a': 0.6, 'e': 0.91831646835436498}",20,0,-24.30892260561329,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
18,False,"{'a': 0.6, 'e': 0.91372488601259316}",20,0,-132.0082780393409,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
19,False,"{'a': 0.6, 'e': 0.90915626158253016}",30,0,-107.58988223324457,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.90461048027461755}",25,0,-65.55676799435075,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
21,False,"{'a': 0.6, 'e': 0.90008742787324447}",35,0,-111.68788165535433,"{0: 21, 1: 6, 2: 7, 3: 0, 4: 1}",0
22,False,"{'a': 0.6, 'e': 0.89558699073387826}",25,0,-71.08509737894386,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
23,False,"{'a': 0.6, 'e': 0.89110905578020883}",20,0,-159.61368091318715,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
24,False,"{'a': 0.6, 'e': 0.88665351050130781}",25,0,-111.3188638268901,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
25,False,"{'a': 0.6, 'e': 0.88222024294880119}",35,0,-95.93951714663172,"{0: 23, 1: 3, 2: 8, 3: 1, 4: 0}",0
26,False,"{'a': 0.6, 'e': 0.87780914173405722}",25,0,-194.29233140176547,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
27,False,"{'a': 0.6, 'e': 0.87342009602538695}",25,0,-87.03577663578629,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
28,False,"{'a': 0.6, 'e': 0.86905299554526005}",30,0,-79.43686690385958,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
29,False,"{'a': 0.6, 'e': 0.86470773056753369}",20,8,-37.18355021500124,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
30,False,"{'a': 0.6, 'e': 0.86038419191469606}",20,0,-46.619204576792384,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
31,False,"{'a': 0.6, 'e': 0.85608227095512257}",25,0,-80.90494190820897,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
32,False,"{'a': 0.6, 'e': 0.85180185960034693}",20,0,-38.891215403566456,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
33,False,"{'a': 0.6, 'e': 0.84754285030234522}",30,0,-192.41171712541149,"{0: 13, 1: 6, 2: 8, 3: 1, 4: 2}",0
34,False,"{'a': 0.6, 'e': 0.84330513605083346}",25,6,-52.81829892516067,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
35,False,"{'a': 0.6, 'e': 0.83908861037057925}",30,0,-168.31881436119983,"{0: 14, 1: 7, 2: 7, 3: 0, 4: 2}",0
36,False,"{'a': 0.6, 'e': 0.83489316731872643}",20,15,10.024799046133332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.6, 'e': 0.83071870148213278}",25,0,-55.61344775201588,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
38,False,"{'a': 0.6, 'e': 0.82656510797472205}",30,4,-102.4449262245194,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 2}",1
39,False,"{'a': 0.6, 'e': 0.82243228243484845}",30,1,-71.57444813323129,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 1}",1
40,False,"{'a': 0.6, 'e': 0.81832012102267426}",30,0,-91.03573675048412,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
41,False,"{'a': 0.6, 'e': 0.81422852041756089}",25,0,-28.32735495260038,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
42,False,"{'a': 0.6, 'e': 0.81015737781547303}",30,18,-42.344113638411,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
43,False,"{'a': 0.6, 'e': 0.80610659092639569}",20,0,-104.52561287140448,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
44,False,"{'a': 0.6, 'e': 0.80207605797176373}",25,0,-104.24773348697092,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
45,False,"{'a': 0.6, 'e': 0.79806567768190484}",25,0,-62.462830858732545,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.79407534929349533}",30,20,-10.082651017091576,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
47,False,"{'a': 0.6, 'e': 0.79010497254702783}",20,0,-75.50139368933313,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
48,False,"{'a': 0.6, 'e': 0.78615444768429277}",25,0,-98.91305879451704,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.6, 'e': 0.78222367544587124}",25,0,-113.92540303194535,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
50,False,"{'a': 0.6, 'e': 0.77831255706864189}",25,2,-42.93330588131366,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
51,False,"{'a': 0.6, 'e': 0.77442099428329869}",25,0,-65.72220446514258,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
52,False,"{'a': 0.6, 'e': 0.77054888931188215}",20,0,-38.34677605463804,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
53,False,"{'a': 0.6, 'e': 0.76669614486532278}",20,12,-5.371575201297601,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.76286266414099613}",35,18,-19.624092013352463,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.75904835082029121}",20,0,-135.27554469276228,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
56,False,"{'a': 0.6, 'e': 0.7552531090661897}",20,16,6.084862335459304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.6, 'e': 0.75147684352085875}",20,0,-119.72272532112153,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
58,False,"{'a': 0.6, 'e': 0.74771945930325445}",20,13,-15.998506776689677,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.74398086200673819}",25,0,-91.00207741414367,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.74026095769670452}",30,0,-50.2711716476384,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
61,False,"{'a': 0.6, 'e': 0.73655965290822101}",25,12,13.319720287205591,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.73287685464367991}",25,8,-21.290787888301782,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.72921247037046144}",25,12,-5.023829785640322,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.6, 'e': 0.72556640801860917}",30,22,-27.987679086266603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
65,False,"{'a': 0.6, 'e': 0.72193857597851607}",25,7,-0.8990600089176171,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.71832888309862353}",25,12,-75.67663965168789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
67,False,"{'a': 0.6, 'e': 0.71473723868313044}",20,3,-101.35859857079033,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
68,False,"{'a': 0.6, 'e': 0.71116355248971475}",25,0,-76.99623979701727,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.6, 'e': 0.70760773472726612}",20,7,-8.920594272772298,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.6, 'e': 0.70406969605362979}",25,0,-87.90701936712931,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
71,False,"{'a': 0.6, 'e': 0.70054934757336162}",20,0,-25.441974776373417,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
72,False,"{'a': 0.6, 'e': 0.69704660083549486}",25,13,-43.828401280171846,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.6, 'e': 0.69356136783131739}",25,4,-22.77197815905337,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.6, 'e': 0.69009356099216079}",25,0,-113.3993555121349,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
75,False,"{'a': 0.6, 'e': 0.68664309318719996}",30,0,-201.49756581811832,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
76,False,"{'a': 0.6, 'e': 0.68320987772126396}",20,0,-47.239044464450316,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.6, 'e': 0.67979382833265767}",30,0,-49.991068860648454,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
78,False,"{'a': 0.6, 'e': 0.6763948591909944}",25,0,-61.36623271496752,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
79,False,"{'a': 0.6, 'e': 0.67301288489503941}",20,8,-39.5108151844219,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.6, 'e': 0.66964782047056415}",20,14,-9.289375298644249,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.66629958136821132}",20,0,-53.98575534182703,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.6, 'e': 0.66296808346137026}",20,0,-8.88810679218014,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.65965324304406348}",20,0,-78.86592376229689,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.65635497682884314}",20,0,-75.63408543647854,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.65307320194469887}",20,0,-78.59300662881233,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.6, 'e': 0.64980783593497538}",25,11,-41.57397832825382,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
87,False,"{'a': 0.6, 'e': 0.64655879675530059}",25,1,-98.42941819252962,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 2}",1
88,False,"{'a': 0.6, 'e': 0.64332600277152407}",20,2,-58.18008830301999,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.6, 'e': 0.64010937275766644}",30,11,-64.80786028641604,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
90,False,"{'a': 0.6, 'e': 0.63690882589387809}",20,2,-66.96486406629695,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
91,False,"{'a': 0.6, 'e': 0.63372428176440865}",30,0,-59.246757359867054,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
92,False,"{'a': 0.6, 'e': 0.63055566035558663}",20,0,-128.88965969286178,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
93,False,"{'a': 0.6, 'e': 0.62740288205380867}",20,8,-11.477040810128894,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.6, 'e': 0.62426586764353964}",20,0,-36.29473156427618,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
95,False,"{'a': 0.6, 'e': 0.6211445383053219}",20,3,-17.738632547404606,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
96,False,"{'a': 0.6, 'e': 0.61803881561379537}",20,5,-15.600900610307074,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.6, 'e': 0.61494862153572638}",25,0,-34.52444505779391,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
98,False,"{'a': 0.6, 'e': 0.61187387842804775}",20,15,-32.25401241783712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.6, 'e': 0.6088145090359075}",25,15,-27.606644400640942,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.60577043649072793}",25,2,-88.75579943480462,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
101,False,"{'a': 0.6, 'e': 0.60274158430827429}",25,6,-37.80669059650879,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.59972787638673297}",25,0,-16.87456747350535,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
103,False,"{'a': 0.6, 'e': 0.5967292370047993}",25,8,-52.9250720985122,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
104,False,"{'a': 0.6, 'e': 0.59374559081977529}",20,0,-7.798509778528439,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
105,False,"{'a': 0.6, 'e': 0.59077686286567643}",30,17,-0.8076604570446029,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.6, 'e': 0.58782297855134802}",25,14,-5.252212171621951,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.6, 'e': 0.58488386365859124}",25,0,23.561224804264857,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.6, 'e': 0.58195944434029834}",35,12,-17.384737275534356,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.6, 'e': 0.57904964711859686}",25,0,-60.54183457480845,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
110,False,"{'a': 0.6, 'e': 0.57615439888300379}",30,8,-19.481409944409904,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.6, 'e': 0.57327362688858885}",25,10,-65.24313108244347,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
112,False,"{'a': 0.6, 'e': 0.57040725875414588}",30,4,19.984214498612147,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.56755522246037515}",20,14,-40.84928021068075,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.6, 'e': 0.56471744634807319}",25,10,-66.39682541020511,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
115,False,"{'a': 0.6, 'e': 0.56189385911633283}",20,10,-2.9252590007659487,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.55908438982075115}",25,6,-62.52387926159492,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
117,False,"{'a': 0.6, 'e': 0.5562889678716475}",30,0,1.0493608562349805,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
118,False,"{'a': 0.6, 'e': 0.55350752303228923}",20,2,9.12923470912516,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.55073998541712776}",30,20,-47.90784347490644,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
120,False,"{'a': 0.6, 'e': 0.54798628549004214}",25,11,-49.35824417915602,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.54524635406259192}",30,13,26.52521627923575,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.6, 'e': 0.54252012229227897}",30,16,-19.395652313505117,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.53980752168081758}",20,4,-40.29761357749298,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.53710848407241341}",20,0,3.663346972580793,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
125,False,"{'a': 0.6, 'e': 0.5344229416520514}",25,5,-0.7615404286463314,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.53175082694379117}",20,1,-17.217341764863686,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.52909207280907211}",20,13,11.776703202413024,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.52644661244502677}",25,0,-10.453719969369843,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
129,False,"{'a': 0.6, 'e': 0.52381437938280162}",30,15,0.5269166653840933,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.5211953074858876}",25,0,-48.775811948018216,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
131,False,"{'a': 0.6, 'e': 0.51858933094845816}",20,0,-0.3660324481312125,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.6, 'e': 0.51599638429371597}",30,16,22.242542317350942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.51341640237224739}",25,19,11.349232303744595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.51084932036038611}",25,11,-18.99976475270755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.6, 'e': 0.50829507375858418}",25,8,-5.134721806286822,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.50575359838979128}",25,9,-77.02709680080176,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 1}",1
137,False,"{'a': 0.6, 'e': 0.50322483039784227}",30,16,-60.26935256165484,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
138,False,"{'a': 0.6, 'e': 0.50070870624585306}",20,0,9.722227816793797,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.6, 'e': 0.49820516271462378}",25,0,-8.839250790934926,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
140,False,"{'a': 0.6, 'e': 0.49571413690105071}",20,11,-5.97679073783044,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.49323556621654541}",20,13,3.6795335020027444,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.49076938838546269}",25,8,-48.24091787833645,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.6, 'e': 0.48831554144353539}",20,6,-33.118775886438954,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.6, 'e': 0.48587396373631769}",25,7,23.424632069037706,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.48344459391763611}",25,16,6.480579667686072,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.48102737094804793}",20,0,-111.21753318226118,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
147,False,"{'a': 0.6, 'e': 0.47862223409330767}",20,16,7.092856534687076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.47622912292284114}",20,16,7.565104758759105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 0.47384797730822692}",25,15,-7.124490453101345,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.6, 'e': 0.47147873742168578}",20,9,3.887310423752502,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.46912134373457737}",20,8,-17.781078271424594,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.46677573701590447}",30,8,-18.807686111038585,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.46444185833082496}",20,0,-76.38884298112609,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
154,False,"{'a': 0.6, 'e': 0.46211964903917085}",20,13,8.104336502309788,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.45980905079397499}",20,14,-1.3413051273805854,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.45751000554000509}",25,7,21.93389077298827,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.45522245551230506}",20,10,10.964280956744364,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.45294634323474353}",35,21,18.44059473131532,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.45068161151856984}",20,0,-71.17353874908466,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
160,False,"{'a': 0.6, 'e': 0.44842820346097695}",30,10,-20.259759377178817,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
161,False,"{'a': 0.6, 'e': 0.44618606244367209}",20,7,-34.01790942640273,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.6, 'e': 0.44395513213145371}",25,8,-41.393596060676074,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.6, 'e': 0.44173535647079648}",25,14,6.490149007564854,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.43952667968844245}",25,8,-16.875997031865708,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
165,False,"{'a': 0.6, 'e': 0.43732904629000025}",25,6,-41.44381967338714,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
166,False,"{'a': 0.6, 'e': 0.43514240105855023}",25,0,24.692268912679147,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.6, 'e': 0.43296668905325753}",20,9,11.247743385764723,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.43080185560799122}",20,16,6.048893653427566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.42864784632995123}",25,6,1.9545234720265823,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.42650460709830151}",25,0,-19.22576061880911,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
171,False,"{'a': 0.6, 'e': 0.42437208406280996}",20,6,6.385620966954718,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.42225022364249593}",20,5,-28.240433464367214,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.42013897252428345}",20,0,-79.0345617908585,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
174,False,"{'a': 0.6, 'e': 0.41803827766166202}",20,0,-20.758794218936153,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
175,False,"{'a': 0.6, 'e': 0.41594808627335372}",25,0,-66.88819375202009,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
176,False,"{'a': 0.6, 'e': 0.41386834584198695}",20,4,-17.056882241865132,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.41179900411277703}",25,10,-0.19729987443215768,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.40974000909221314}",20,15,2.7921898707805104,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.40769130904675205}",20,16,7.257767554211441,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.40565285250151828}",20,8,-26.69999909419132,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.40362458823901071}",25,0,-34.20777471866158,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.6, 'e': 0.40160646529781563}",25,9,-42.99834164296808,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.6, 'e': 0.39959843297132658}",30,11,-47.73908244182681,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.39760044080646995}",20,3,-8.60998953960357,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
