trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
221,True,"{'a': 0, 'e': 0}",30,11,37.34302721545498,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0, 'e': 0}",25,18,14.241604113273947,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0, 'e': 0}",25,11,24.9368896213689,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'a': 0, 'e': 0}",20,8,23.631020211091553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0, 'e': 0}",20,11,18.074731538205207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'a': 0, 'e': 0}",20,10,20.503569156648275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0, 'e': 0}",25,14,19.210250921418393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'a': 0, 'e': 0}",20,11,21.44934058678645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0, 'e': 0}",30,15,31.911541359633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0, 'e': 0}",20,10,21.19444787275735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0, 'e': 0}",20,15,7.987427462376199,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'a': 0, 'e': 0}",20,13,11.93426172645487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0, 'e': 0}",25,10,26.43226564325042,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,True,"{'a': 0, 'e': 0}",20,5,29.001787132776727,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'a': 0, 'e': 0}",20,14,13.054140463014367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'a': 0, 'e': 0}",25,5,28.68292004871616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0, 'e': 0}",25,16,16.829117551637307,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0, 'e': 0}",20,11,14.534148249540198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0, 'e': 0}",25,15,19.929119586465987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0, 'e': 0}",20,10,19.6992582427397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0, 'e': 0}",30,18,21.847918656885863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'a': 0, 'e': 0}",35,23,24.38015074785108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'a': 0, 'e': 0}",25,17,-25.61163859898351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,True,"{'a': 0, 'e': 0}",20,1,28.391047817215814,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'a': 0, 'e': 0}",20,14,10.491030349228673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'a': 0, 'e': 0}",25,13,22.737239526170153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0, 'e': 0}",20,12,10.84411333023524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0, 'e': 0}",20,15,8.185370247275971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'a': 0, 'e': 0}",25,10,31.786606575029808,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'a': 0, 'e': 0}",20,12,13.051959142242382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,True,"{'a': 0, 'e': 0}",20,14,11.227020494190446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0, 'e': 0}",30,23,12.916428957498766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,True,"{'a': 0, 'e': 0}",30,18,21.41716487958901,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0, 'e': 0}",20,14,11.442902496053126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0, 'e': 0}",25,15,20.515125977440906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,True,"{'a': 0, 'e': 0}",20,12,14.48481157507938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0, 'e': 0}",20,3,28.4540205080114,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,True,"{'a': 0, 'e': 0}",30,17,24.022454117801686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0, 'e': 0}",20,8,23.8411418768553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0, 'e': 0}",35,20,28.03804720307114,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0, 'e': 0}",25,13,23.404647356648752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0, 'e': 0}",30,20,17.07089169999238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,True,"{'a': 0, 'e': 0}",25,15,18.41424771073182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,True,"{'a': 0, 'e': 0}",35,17,24.048605137870663,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,True,"{'a': 0, 'e': 0}",20,13,14.881019159134194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,True,"{'a': 0, 'e': 0}",20,13,12.861787898477807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,True,"{'a': 0, 'e': 0}",20,9,19.545590449077363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,True,"{'a': 0, 'e': 0}",30,16,25.736628727631384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,True,"{'a': 0, 'e': 0}",30,13,22.69919904633675,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,True,"{'a': 0, 'e': 0}",30,23,14.764992391318131,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0, 'e': 0}",25,5,37.4329186811939,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,True,"{'a': 0, 'e': 0}",25,15,16.7560220496928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,True,"{'a': 0, 'e': 0}",25,13,20.72858337722902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,True,"{'a': 0, 'e': 0}",20,9,20.604764969561,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0, 'e': 0}",25,15,20.425175863185988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,True,"{'a': 0, 'e': 0}",30,13,29.592837282551965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,True,"{'a': 0, 'e': 0}",25,7,30.345762831573413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0, 'e': 0}",35,20,26.90883690653882,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,True,"{'a': 0, 'e': 0}",30,16,27.783841185927827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,True,"{'a': 0, 'e': 0}",20,8,17.340906442646236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0, 'e': 0}",25,10,16.45606208141232,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,True,"{'a': 0, 'e': 0}",25,16,17.314453456788705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0, 'e': 0}",25,15,19.249184670637096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,True,"{'a': 0, 'e': 0}",25,18,12.35071119358254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,True,"{'a': 0, 'e': 0}",20,15,8.654720148223227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,True,"{'a': 0, 'e': 0}",20,16,8.389435109959528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0, 'e': 0}",30,20,19.787046621651754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,True,"{'a': 0, 'e': 0}",20,9,20.821975822645115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0, 'e': 0}",25,12,24.278135235805085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,True,"{'a': 0, 'e': 0}",30,20,18.57869526012591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,True,"{'a': 0, 'e': 0}",30,18,20.467380166293626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0, 'e': 0}",35,13,35.79874626606919,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0, 'e': 0}",25,11,25.825770116450343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0, 'e': 0}",30,24,10.233905918891573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0, 'e': 0}",30,13,32.26693369224196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,True,"{'a': 0, 'e': 0}",20,14,10.530146674355557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,True,"{'a': 0, 'e': 0}",20,10,18.915100525509875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,True,"{'a': 0, 'e': 0}",20,8,26.89912885694277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,True,"{'a': 0, 'e': 0}",20,14,9.50102678318488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,True,"{'a': 0, 'e': 0}",30,11,32.767100430498665,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,True,"{'a': 0, 'e': 0}",20,10,19.50398900521812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,True,"{'a': 0, 'e': 0}",20,12,14.772254892920172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,True,"{'a': 0, 'e': 0}",25,9,31.435884737407008,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,True,"{'a': 0, 'e': 0}",25,14,22.91640172080725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,True,"{'a': 0, 'e': 0}",20,10,20.486821473591327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,True,"{'a': 0, 'e': 0}",20,13,15.59390101387317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,True,"{'a': 0, 'e': 0}",20,11,16.27555608659722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,True,"{'a': 0, 'e': 0}",25,16,17.639674525298155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,True,"{'a': 0, 'e': 0}",30,16,27.043745224700977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,True,"{'a': 0, 'e': 0}",25,17,14.908029400893358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,True,"{'a': 0, 'e': 0}",20,13,12.481994582193035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,True,"{'a': 0, 'e': 0}",20,16,8.736296875114004,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,True,"{'a': 0, 'e': 0}",20,11,17.317888906561897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,True,"{'a': 0, 'e': 0}",25,18,12.606896036339885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,True,"{'a': 0, 'e': 0}",20,3,29.43263357942066,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,True,"{'a': 0, 'e': 0}",25,14,20.935553353253674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,True,"{'a': 0, 'e': 0}",35,11,45.001598535409,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,True,"{'a': 0, 'e': 0}",20,11,17.544011840099852,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,True,"{'a': 0, 'e': 0}",25,17,12.035428610312312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,True,"{'a': 0, 'e': 0}",25,17,-28.345714146063088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,True,"{'a': 0, 'e': 0}",35,23,27.10457420672798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,True,"{'a': 0, 'e': 0}",25,12,24.456505931569385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,True,"{'a': 0, 'e': 0}",20,10,17.736177119351822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,True,"{'a': 0, 'e': 0}",20,16,7.5611660160213185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,True,"{'a': 0, 'e': 0}",25,18,14.53866288790187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,True,"{'a': 0, 'e': 0}",25,14,21.059936455926252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,True,"{'a': 0, 'e': 0}",20,12,18.149861717347502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,True,"{'a': 0, 'e': 0}",20,13,14.228060383377095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,True,"{'a': 0, 'e': 0}",30,18,21.31567914830824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,True,"{'a': 0, 'e': 0}",20,14,-31.383224269594365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
331,True,"{'a': 0, 'e': 0}",25,20,7.946967346921433,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,True,"{'a': 0, 'e': 0}",20,12,15.961970164668676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,True,"{'a': 0, 'e': 0}",20,11,18.528149126755544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,True,"{'a': 0, 'e': 0}",25,17,16.05455695527515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,True,"{'a': 0, 'e': 0}",35,25,18.437307506669747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,True,"{'a': 0, 'e': 0}",25,12,25.839449590174446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,True,"{'a': 0, 'e': 0}",20,16,8.136083899230332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,True,"{'a': 0, 'e': 0}",30,22,14.39636882863052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,True,"{'a': 0, 'e': 0}",30,14,28.955773512508244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,True,"{'a': 0, 'e': 0}",20,13,12.078204678794272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,True,"{'a': 0, 'e': 0}",20,9,20.137825556727094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,True,"{'a': 0, 'e': 0}",20,14,11.21633812709636,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,True,"{'a': 0, 'e': 0}",20,11,4.286873290821511,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,True,"{'a': 0, 'e': 0}",35,24,19.967734924709088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,True,"{'a': 0, 'e': 0}",30,10,40.90777875997358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,True,"{'a': 0, 'e': 0}",20,13,13.200587232521626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,True,"{'a': 0, 'e': 0}",20,16,7.1355324744260615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,True,"{'a': 0, 'e': 0}",20,9,19.323236645633802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,True,"{'a': 0, 'e': 0}",20,13,10.410197345584569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,True,"{'a': 0, 'e': 0}",25,16,14.704756357715011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,True,"{'a': 0, 'e': 0}",30,21,17.475062592273577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,True,"{'a': 0, 'e': 0}",25,19,10.829968649790658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,True,"{'a': 0, 'e': 0}",20,15,8.876860208105752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,True,"{'a': 0, 'e': 0}",20,10,15.75415432842076,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,True,"{'a': 0, 'e': 0}",20,16,8.928299710626783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,True,"{'a': 0, 'e': 0}",35,20,28.654577497040293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,True,"{'a': 0, 'e': 0}",30,18,26.811482428610233,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,True,"{'a': 0, 'e': 0}",20,9,17.83264471583736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,True,"{'a': 0, 'e': 0}",30,16,26.537622750560026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,True,"{'a': 0, 'e': 0}",25,17,16.060973507752152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,True,"{'a': 0, 'e': 0}",20,12,12.701804362093174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,True,"{'a': 0, 'e': 0}",20,4,-13.2628438729486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,True,"{'a': 0, 'e': 0}",25,11,24.461312177028603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,True,"{'a': 0, 'e': 0}",20,0,16.968650033142534,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
365,True,"{'a': 0, 'e': 0}",20,13,13.319566923438558,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,True,"{'a': 0, 'e': 0}",20,11,17.330017986693253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,True,"{'a': 0, 'e': 0}",30,20,20.81452722929449,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,True,"{'a': 0, 'e': 0}",30,22,13.417087025409042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,True,"{'a': 0, 'e': 0}",25,16,15.655445506657042,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,True,"{'a': 0, 'e': 0}",30,12,29.649151511317356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,True,"{'a': 0, 'e': 0}",20,6,21.75180307934854,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,True,"{'a': 0, 'e': 0}",20,11,12.760977506172026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,True,"{'a': 0, 'e': 0}",25,14,21.358089119589916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,True,"{'a': 0, 'e': 0}",25,14,-17.962534612044017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
375,True,"{'a': 0, 'e': 0}",30,20,18.348114622317052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,True,"{'a': 0, 'e': 0}",20,12,16.52682299235583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,True,"{'a': 0, 'e': 0}",20,13,12.468909979947169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,True,"{'a': 0, 'e': 0}",20,11,17.701770746443856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,True,"{'a': 0, 'e': 0}",20,15,9.657346984028488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,True,"{'a': 0, 'e': 0}",30,15,31.431278773225205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,True,"{'a': 0, 'e': 0}",20,11,4.794607359347279,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
382,True,"{'a': 0, 'e': 0}",20,13,16.44910334400647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,True,"{'a': 0, 'e': 0}",25,12,24.786909187013197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,True,"{'a': 0, 'e': 0}",20,13,13.144119800442905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,True,"{'a': 0, 'e': 0}",20,13,12.246117631966845,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,True,"{'a': 0, 'e': 0}",20,6,25.003339666401104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,True,"{'a': 0, 'e': 0}",20,15,11.904904887851004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,True,"{'a': 0, 'e': 0}",25,12,20.114491793352528,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,True,"{'a': 0, 'e': 0}",20,4,25.903485085841027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,True,"{'a': 0, 'e': 0}",20,14,12.388813770136789,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,True,"{'a': 0, 'e': 0}",25,17,14.414064668900117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,True,"{'a': 0, 'e': 0}",20,12,15.304120886174864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,True,"{'a': 0, 'e': 0}",25,14,18.47163144644399,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,True,"{'a': 0, 'e': 0}",20,16,6.262555315545311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,True,"{'a': 0, 'e': 0}",20,13,14.146882427199264,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,True,"{'a': 0, 'e': 0}",20,10,16.747913518077013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,True,"{'a': 0, 'e': 0}",30,18,8.72978773899482,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,True,"{'a': 0, 'e': 0}",20,10,17.472112155421335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,True,"{'a': 0, 'e': 0}",20,5,29.47641508046736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,True,"{'a': 0, 'e': 0}",20,7,23.93567129845612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,True,"{'a': 0, 'e': 0}",20,10,7.123498991072628,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,True,"{'a': 0, 'e': 0}",20,12,18.137882185743017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,True,"{'a': 0, 'e': 0}",20,15,8.497135988316767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,True,"{'a': 0, 'e': 0}",35,15,38.39839974380808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,True,"{'a': 0, 'e': 0}",25,17,16.166550178291935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,True,"{'a': 0, 'e': 0}",25,7,16.944521071813256,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,True,"{'a': 0, 'e': 0}",20,12,11.265526638396665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,True,"{'a': 0, 'e': 0}",25,15,19.85960849533419,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,True,"{'a': 0, 'e': 0}",20,15,10.433842557598982,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,True,"{'a': 0, 'e': 0}",20,10,14.972447172191737,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,True,"{'a': 0, 'e': 0}",35,18,34.2375554149104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,True,"{'a': 0, 'e': 0}",30,16,25.039278471844725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,True,"{'a': 0, 'e': 0}",20,13,10.130000517688643,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,True,"{'a': 0, 'e': 0}",20,12,13.458286758924313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,True,"{'a': 0, 'e': 0}",25,20,8.728241149507156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,True,"{'a': 0, 'e': 0}",25,12,23.90926733922907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,True,"{'a': 0, 'e': 0}",30,13,30.720748104791987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,True,"{'a': 0, 'e': 0}",20,8,17.686195802911634,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,True,"{'a': 0, 'e': 0}",25,3,38.0045223938355,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,True,"{'a': 0, 'e': 0}",20,13,10.634213857747671,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,True,"{'a': 0, 'e': 0}",25,15,18.978681229986886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,True,"{'a': 0, 'e': 0}",25,14,21.60219378620808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,True,"{'a': 0, 'e': 0}",25,14,20.92313666974592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,True,"{'a': 0, 'e': 0}",20,14,13.679486851889912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,True,"{'a': 0, 'e': 0}",20,12,13.591230875050607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,True,"{'a': 0, 'e': 0}",20,11,20.03893500932439,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,True,"{'a': 0, 'e': 0}",20,16,7.6557018493898354,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,True,"{'a': 0, 'e': 0}",20,8,23.612569756153846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,True,"{'a': 0, 'e': 0}",20,14,10.923863812332963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,True,"{'a': 0, 'e': 0}",20,3,31.99154614677872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,True,"{'a': 0, 'e': 0}",20,16,7.421322764850083,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
